Order ID,Date,Customer ID,Customer Name,Sales Person,Region,Item,Price,Quantity,Revenue,Quarter
0302,4/3/2018,6,Company F,Laura Larsen,California,Item 3,69,6,414,Q2 2018
0303,4/4/2018,20,Company T,Oscar Knox,Arizona,Item 4,159,0,0,Q2 2018
0304,4/4/2018,2,Company B,Ben Wallace,Texas,Item 3,69,1,69,Q2 2018
0305,4/5/2018,8,Company H,Laura Larsen,California,Item 5,289,9,2601,Q2 2018
0306,4/5/2018,1,Company A,Anna Weber,Texas,Item 4,159,3,477,Q2 2018
0307,4/5/2018,4,Company D,Anna Weber,Texas,Item 2,199,5,995,Q2 2018
0308,4/5/2018,12,Company L,Michael Fox,New Mexico,Item 2,199,6,1194,Q2 2018
0309,4/6/2018,15,Company O,Michael Fox,New Mexico,Item 5,289,8,2312,Q2 2018
0310,4/6/2018,6,Company F,Laura Larsen,California,Item 3,69,0,0,Q2 2018
0311,4/7/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,5,1445,Q2 2018
0312,4/7/2018,18,Company R,Oscar Knox,Arizona,Item 2,199,0,0,Q2 2018
0313,4/7/2018,7,Company G,Kim Fishman,California,Item 2,199,9,1791,Q2 2018
0314,4/7/2018,2,Company B,Ben Wallace,Texas,Item 2,199,5,995,Q2 2018
0315,4/8/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,9,1791,Q2 2018
0316,4/8/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,8,1592,Q2 2018
0317,4/9/2018,2,Company B,Anna Weber,Texas,Item 2,199,3,597,Q2 2018
0318,4/9/2018,5,Company E,Ben Wallace,Texas,Item 2,199,4,796,Q2 2018
0319,4/10/2018,14,Company N,Michael Fox,New Mexico,Item 3,69,3,207,Q2 2018
0320,4/11/2018,12,Company L,Anne Lee,New Mexico,Item 3,69,0,0,Q2 2018
0321,4/12/2018,9,Company I,Kim Fishman,California,Item 1,399,1,399,Q2 2018
0322,4/13/2018,2,Company B,Anna Weber,Texas,Item 5,289,8,2312,Q2 2018
0323,4/13/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,3,867,Q2 2018
0324,4/14/2018,17,Company Q,Andrew James,Arizona,Item 4,159,4,636,Q2 2018
0325,4/14/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,3,1197,Q2 2018
0326,4/14/2018,7,Company G,Kim Fishman,California,Item 3,69,2,138,Q2 2018
0327,4/14/2018,9,Company I,Laura Larsen,California,Item 2,199,9,1791,Q2 2018
0328,4/14/2018,8,Company H,Kim Fishman,California,Item 2,199,2,398,Q2 2018
0329,4/14/2018,14,Company N,Michael Fox,New Mexico,Item 5,289,4,1156,Q2 2018
0330,4/14/2018,7,Company G,Laura Larsen,California,Item 1,399,8,3192,Q2 2018
0331,4/14/2018,10,Company J,Laura Larsen,California,Item 1,399,9,3591,Q2 2018
0332,4/14/2018,6,Company F,Laura Larsen,California,Item 2,199,8,1592,Q2 2018
0333,4/14/2018,18,Company R,Oscar Knox,Arizona,Item 1,399,4,1596,Q2 2018
0334,4/15/2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,Q2 2018
0335,4/15/2018,2,Company B,Ben Wallace,Texas,Item 3,69,9,621,Q2 2018
0336,4/16/2018,4,Company D,Anna Weber,Texas,Item 4,159,9,1431,Q2 2018
0337,4/17/2018,11,Company K,Anne Lee,New Mexico,Item 3,69,8,552,Q2 2018
0338,4/17/2018,13,Company M,Michael Fox,New Mexico,Item 1,399,8,3192,Q2 2018
0339,4/18/2018,8,Company H,Kim Fishman,California,Item 3,69,6,414,Q2 2018
0340,4/19/2018,8,Company H,Laura Larsen,California,Item 4,159,6,954,Q2 2018
0341,4/19/2018,1,Company A,Anna Weber,Texas,Item 5,289,3,867,Q2 2018
0342,4/19/2018,19,Company S,Andrew James,Arizona,Item 3,69,1,69,Q2 2018
0343,4/19/2018,5,Company E,Anna Weber,Texas,Item 4,159,0,0,Q2 2018
0344,4/19/2018,9,Company I,Kim Fishman,California,Item 2,199,6,1194,Q2 2018
0345,4/19/2018,13,Company M,Michael Fox,New Mexico,Item 2,199,2,398,Q2 2018
0346,4/19/2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,2,138,Q2 2018
0347,4/19/2018,18,Company R,Oscar Knox,Arizona,Item 2,199,0,0,Q2 2018
0348,4/19/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,1,289,Q2 2018
0349,4/19/2018,13,Company M,Anne Lee,New Mexico,Item 4,159,5,795,Q2 2018
0350,4/19/2018,3,Company C,Anna Weber,Texas,Item 1,399,1,399,Q2 2018
0351,4/19/2018,4,Company D,Ben Wallace,Texas,Item 3,69,6,414,Q2 2018
0352,4/19/2018,10,Company J,Laura Larsen,California,Item 4,159,9,1431,Q2 2018
0353,4/20/2018,4,Company D,Anna Weber,Texas,Item 1,399,1,399,Q2 2018
0354,4/20/2018,5,Company E,Anna Weber,Texas,Item 3,69,1,69,Q2 2018
0355,4/20/2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,6,2394,Q2 2018
0356,4/21/2018,18,Company R,Andrew James,Arizona,Item 2,199,8,1592,Q2 2018
0357,4/21/2018,3,Company C,Ben Wallace,Texas,Item 1,399,2,798,Q2 2018
0358,4/22/2018,2,Company B,Anna Weber,Texas,Item 3,69,2,138,Q2 2018
0359,4/22/2018,1,Company A,Ben Wallace,Texas,Item 1,399,5,1995,Q2 2018
0360,4/22/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,9,1791,Q2 2018
0361,4/22/2018,10,Company J,Kim Fishman,California,Item 3,69,7,483,Q2 2018
0362,4/22/2018,5,Company E,Anna Weber,Texas,Item 1,399,2,798,Q2 2018
0363,4/22/2018,5,Company E,Ben Wallace,Texas,Item 4,159,5,795,Q2 2018
0364,4/22/2018,16,Company P,Andrew James,Arizona,Item 4,159,9,1431,Q2 2018
0365,4/23/2018,7,Company G,Kim Fishman,California,Item 5,289,9,2601,Q2 2018
0366,4/23/2018,7,Company G,Laura Larsen,California,Item 3,69,0,0,Q2 2018
0367,4/24/2018,7,Company G,Kim Fishman,California,Item 5,289,2,578,Q2 2018
0368,4/24/2018,8,Company H,Kim Fishman,California,Item 5,289,6,1734,Q2 2018
0369,4/24/2018,6,Company F,Laura Larsen,California,Item 4,159,7,1113,Q2 2018
0370,4/24/2018,15,Company O,Anne Lee,New Mexico,Item 2,199,4,796,Q2 2018
0371,4/24/2018,18,Company R,Andrew James,Arizona,Item 4,159,8,1272,Q2 2018
0372,4/24/2018,7,Company G,Kim Fishman,California,Item 5,289,8,2312,Q2 2018
0373,4/24/2018,15,Company O,Michael Fox,New Mexico,Item 2,199,6,1194,Q2 2018
0374,4/25/2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,Q2 2018
0375,4/25/2018,15,Company O,Anne Lee,New Mexico,Item 4,159,4,636,Q2 2018
0376,4/25/2018,16,Company P,Andrew James,Arizona,Item 3,69,3,207,Q2 2018
0377,4/25/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,6,1194,Q2 2018
0378,4/25/2018,11,Company K,Michael Fox,New Mexico,Item 1,399,3,1197,Q2 2018
0379,4/25/2018,15,Company O,Michael Fox,New Mexico,Item 4,159,0,0,Q2 2018
0380,4/26/2018,19,Company S,Andrew James,Arizona,Item 4,159,5,795,Q2 2018
0381,4/27/2018,5,Company E,Anna Weber,Texas,Item 3,69,5,345,Q2 2018
0382,4/28/2018,7,Company G,Laura Larsen,California,Item 3,69,8,552,Q2 2018
0383,4/28/2018,2,Company B,Anna Weber,Texas,Item 4,159,7,1113,Q2 2018
0384,4/28/2018,1,Company A,Ben Wallace,Texas,Item 4,159,5,795,Q2 2018
0385,4/28/2018,17,Company Q,Andrew James,Arizona,Item 5,289,3,867,Q2 2018
0386,4/28/2018,3,Company C,Anna Weber,Texas,Item 1,399,2,798,Q2 2018
0387,4/28/2018,9,Company I,Laura Larsen,California,Item 4,159,8,1272,Q2 2018
0388,4/28/2018,20,Company T,Andrew James,Arizona,Item 3,69,4,276,Q2 2018
0389,4/28/2018,13,Company M,Anne Lee,New Mexico,Item 5,289,3,867,Q2 2018
0390,4/28/2018,1,Company A,Ben Wallace,Texas,Item 5,289,4,1156,Q2 2018
0391,4/28/2018,10,Company J,Laura Larsen,California,Item 2,199,0,0,Q2 2018
0392,4/29/2018,8,Company H,Kim Fishman,California,Item 5,289,0,0,Q2 2018
0393,4/29/2018,14,Company N,Anne Lee,New Mexico,Item 3,69,7,483,Q2 2018
0394,4/30/2018,18,Company R,Oscar Knox,Arizona,Item 2,199,3,597,Q2 2018
0395,5/1/2018,18,Company R,Oscar Knox,Arizona,Item 3,69,3,207,Q2 2018
0396,5/2/2018,14,Company N,Anne Lee,New Mexico,Item 4,159,5,795,Q2 2018
0397,5/2/2018,19,Company S,Andrew James,Arizona,Item 5,289,1,289,Q2 2018
0398,5/3/2018,18,Company R,Andrew James,Arizona,Item 4,159,0,0,Q2 2018
0399,5/3/2018,5,Company E,Ben Wallace,Texas,Item 1,399,7,2793,Q2 2018
0400,5/3/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,6,1734,Q2 2018
0401,5/4/2018,5,Company E,Anna Weber,Texas,Item 3,69,0,0,Q2 2018
0402,5/5/2018,16,Company P,Andrew James,Arizona,Item 5,289,8,2312,Q2 2018
0403,5/5/2018,12,Company L,Anne Lee,New Mexico,Item 1,399,6,2394,Q2 2018
0404,5/6/2018,5,Company E,Anna Weber,Texas,Item 4,159,9,1431,Q2 2018
0405,5/6/2018,1,Company A,Anna Weber,Texas,Item 4,159,5,795,Q2 2018
0406,5/6/2018,6,Company F,Laura Larsen,California,Item 4,159,8,1272,Q2 2018
0407,5/6/2018,16,Company P,Andrew James,Arizona,Item 3,69,7,483,Q2 2018
0408,5/6/2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,Q2 2018
0409,5/6/2018,16,Company P,Oscar Knox,Arizona,Item 2,199,3,597,Q2 2018
0410,5/6/2018,16,Company P,Andrew James,Arizona,Item 4,159,4,636,Q2 2018
0411,5/6/2018,8,Company H,Laura Larsen,California,Item 4,159,4,636,Q2 2018
0412,5/6/2018,13,Company M,Michael Fox,New Mexico,Item 3,69,7,483,Q2 2018
0413,5/6/2018,3,Company C,Ben Wallace,Texas,Item 2,199,1,199,Q2 2018
0414,5/7/2018,19,Company S,Oscar Knox,Arizona,Item 3,69,6,414,Q2 2018
0415,5/8/2018,17,Company Q,Andrew James,Arizona,Item 4,159,7,1113,Q2 2018
0416,5/8/2018,13,Company M,Michael Fox,New Mexico,Item 2,199,1,199,Q2 2018
0417,5/9/2018,2,Company B,Anna Weber,Texas,Item 1,399,1,399,Q2 2018
0418,5/10/2018,6,Company F,Laura Larsen,California,Item 4,159,9,1431,Q2 2018
0419,5/10/2018,14,Company N,Michael Fox,New Mexico,Item 2,199,3,597,Q2 2018
0420,5/11/2018,18,Company R,Andrew James,Arizona,Item 4,159,9,1431,Q2 2018
0421,5/11/2018,6,Company F,Laura Larsen,California,Item 4,159,4,636,Q2 2018
0422,5/12/2018,4,Company D,Ben Wallace,Texas,Item 4,159,9,1431,Q2 2018
0423,5/12/2018,5,Company E,Ben Wallace,Texas,Item 3,69,4,276,Q2 2018
0424,5/12/2018,1,Company A,Ben Wallace,Texas,Item 3,69,8,552,Q2 2018
0425,5/12/2018,1,Company A,Ben Wallace,Texas,Item 5,289,7,2023,Q2 2018
0426,5/12/2018,17,Company Q,Andrew James,Arizona,Item 2,199,8,1592,Q2 2018
0427,5/13/2018,5,Company E,Anna Weber,Texas,Item 2,199,6,1194,Q2 2018
0428,5/13/2018,13,Company M,Anne Lee,New Mexico,Item 3,69,3,207,Q2 2018
0429,5/14/2018,18,Company R,Andrew James,Arizona,Item 3,69,9,621,Q2 2018
0430,5/15/2018,16,Company P,Andrew James,Arizona,Item 5,289,7,2023,Q2 2018
0431,5/15/2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,Q2 2018
0432,5/15/2018,2,Company B,Anna Weber,Texas,Item 1,399,3,1197,Q2 2018
0433,5/15/2018,3,Company C,Anna Weber,Texas,Item 5,289,0,0,Q2 2018
0434,5/15/2018,9,Company I,Kim Fishman,California,Item 5,289,5,1445,Q2 2018
0435,5/15/2018,8,Company H,Laura Larsen,California,Item 5,289,5,1445,Q2 2018
0436,5/15/2018,17,Company Q,Andrew James,Arizona,Item 2,199,0,0,Q2 2018
0437,5/15/2018,2,Company B,Ben Wallace,Texas,Item 3,69,7,483,Q2 2018
0438,5/15/2018,2,Company B,Ben Wallace,Texas,Item 3,69,6,414,Q2 2018
0439,5/15/2018,16,Company P,Andrew James,Arizona,Item 4,159,1,159,Q2 2018
0440,5/15/2018,19,Company S,Andrew James,Arizona,Item 3,69,8,552,Q2 2018
0441,5/15/2018,18,Company R,Andrew James,Arizona,Item 2,199,6,1194,Q2 2018
0442,5/15/2018,1,Company A,Anna Weber,Texas,Item 1,399,1,399,Q2 2018
0443,5/15/2018,14,Company N,Michael Fox,New Mexico,Item 3,69,6,414,Q2 2018
0444,5/16/2018,17,Company Q,Andrew James,Arizona,Item 3,69,7,483,Q2 2018
0445,5/16/2018,9,Company I,Laura Larsen,California,Item 2,199,2,398,Q2 2018
0446,5/16/2018,18,Company R,Andrew James,Arizona,Item 3,69,7,483,Q2 2018
0447,5/16/2018,16,Company P,Andrew James,Arizona,Item 1,399,5,1995,Q2 2018
0448,5/16/2018,10,Company J,Kim Fishman,California,Item 4,159,1,159,Q2 2018
0449,5/16/2018,10,Company J,Kim Fishman,California,Item 5,289,6,1734,Q2 2018
0450,5/16/2018,5,Company E,Ben Wallace,Texas,Item 5,289,8,2312,Q2 2018
0451,5/16/2018,10,Company J,Kim Fishman,California,Item 3,69,7,483,Q2 2018
0452,5/16/2018,7,Company G,Laura Larsen,California,Item 3,69,3,207,Q2 2018
0453,5/16/2018,6,Company F,Laura Larsen,California,Item 1,399,3,1197,Q2 2018
0454,5/16/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,8,1272,Q2 2018
0455,5/17/2018,14,Company N,Anne Lee,New Mexico,Item 3,69,9,621,Q2 2018
0456,5/17/2018,3,Company C,Anna Weber,Texas,Item 1,399,7,2793,Q2 2018
0457,5/17/2018,3,Company C,Anna Weber,Texas,Item 4,159,9,1431,Q2 2018
0458,5/17/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,3,597,Q2 2018
0459,5/17/2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,Q2 2018
0460,5/18/2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,Q2 2018
0461,5/18/2018,7,Company G,Laura Larsen,California,Item 1,399,0,0,Q2 2018
0462,5/18/2018,1,Company A,Anna Weber,Texas,Item 1,399,3,1197,Q2 2018
0463,5/19/2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,Q2 2018
0464,5/19/2018,4,Company D,Ben Wallace,Texas,Item 5,289,2,578,Q2 2018
0465,5/19/2018,11,Company K,Anne Lee,New Mexico,Item 4,159,9,1431,Q2 2018
0466,5/19/2018,2,Company B,Anna Weber,Texas,Item 4,159,3,477,Q2 2018
0467,5/19/2018,4,Company D,Anna Weber,Texas,Item 2,199,0,0,Q2 2018
0468,5/19/2018,18,Company R,Andrew James,Arizona,Item 4,159,9,1431,Q2 2018
0469,5/20/2018,2,Company B,Anna Weber,Texas,Item 5,289,1,289,Q2 2018
0470,5/20/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,9,3591,Q2 2018
0471,5/21/2018,5,Company E,Ben Wallace,Texas,Item 5,289,4,1156,Q2 2018
0472,5/22/2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,Q2 2018
0473,5/23/2018,13,Company M,Michael Fox,New Mexico,Item 5,289,8,2312,Q2 2018
0474,5/23/2018,18,Company R,Andrew James,Arizona,Item 1,399,3,1197,Q2 2018
0475,5/23/2018,13,Company M,Michael Fox,New Mexico,Item 2,199,2,398,Q2 2018
0476,5/23/2018,8,Company H,Kim Fishman,California,Item 4,159,3,477,Q2 2018
0477,5/23/2018,7,Company G,Kim Fishman,California,Item 5,289,5,1445,Q2 2018
0478,5/23/2018,6,Company F,Kim Fishman,California,Item 4,159,3,477,Q2 2018
0479,5/23/2018,7,Company G,Kim Fishman,California,Item 4,159,2,318,Q2 2018
0480,5/23/2018,18,Company R,Oscar Knox,Arizona,Item 3,69,9,621,Q2 2018
0481,5/24/2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,3,867,Q2 2018
0482,5/24/2018,11,Company K,Michael Fox,New Mexico,Item 3,69,6,414,Q2 2018
0483,5/24/2018,16,Company P,Oscar Knox,Arizona,Item 3,69,6,414,Q2 2018
0484,5/24/2018,4,Company D,Ben Wallace,Texas,Item 2,199,4,796,Q2 2018
0485,5/25/2018,16,Company P,Oscar Knox,Arizona,Item 2,199,7,1393,Q2 2018
0486,5/25/2018,8,Company H,Kim Fishman,California,Item 4,159,4,636,Q2 2018
0487,5/25/2018,4,Company D,Ben Wallace,Texas,Item 5,289,4,1156,Q2 2018
0488,5/25/2018,20,Company T,Oscar Knox,Arizona,Item 4,159,2,318,Q2 2018
0489,5/25/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,7,1113,Q2 2018
0490,5/25/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,4,636,Q2 2018
0491,5/25/2018,17,Company Q,Andrew James,Arizona,Item 3,69,3,207,Q2 2018
0492,5/25/2018,3,Company C,Anna Weber,Texas,Item 5,289,6,1734,Q2 2018
0493,5/26/2018,9,Company I,Laura Larsen,California,Item 1,399,2,798,Q2 2018
0494,5/26/2018,16,Company P,Andrew James,Arizona,Item 4,159,9,1431,Q2 2018
0495,5/26/2018,13,Company M,Michael Fox,New Mexico,Item 2,199,5,995,Q2 2018
0496,5/26/2018,9,Company I,Kim Fishman,California,Item 5,289,6,1734,Q2 2018
0497,5/26/2018,4,Company D,Ben Wallace,Texas,Item 5,289,1,289,Q2 2018
0498,5/26/2018,8,Company H,Laura Larsen,California,Item 3,69,8,552,Q2 2018
0499,5/26/2018,18,Company R,Oscar Knox,Arizona,Item 2,199,8,1592,Q2 2018
0500,5/26/2018,4,Company D,Anna Weber,Texas,Item 5,289,6,1734,Q2 2018
0501,5/27/2018,2,Company B,Anna Weber,Texas,Item 2,199,5,995,Q2 2018
0502,5/27/2018,2,Company B,Anna Weber,Texas,Item 2,199,0,0,Q2 2018
0503,5/27/2018,10,Company J,Laura Larsen,California,Item 5,289,8,2312,Q2 2018
0504,5/28/2018,9,Company I,Kim Fishman,California,Item 2,199,6,1194,Q2 2018
0505,5/29/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,2,398,Q2 2018
0506,5/29/2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,4,276,Q2 2018
0507,5/29/2018,2,Company B,Ben Wallace,Texas,Item 1,399,9,3591,Q2 2018
0508,5/29/2018,19,Company S,Andrew James,Arizona,Item 1,399,6,2394,Q2 2018
0509,5/30/2018,19,Company S,Oscar Knox,Arizona,Item 4,159,8,1272,Q2 2018
0510,5/30/2018,2,Company B,Anna Weber,Texas,Item 3,69,5,345,Q2 2018
0511,5/30/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,9,2601,Q2 2018
0512,5/30/2018,2,Company B,Ben Wallace,Texas,Item 3,69,9,621,Q2 2018
0513,5/31/2018,14,Company N,Anne Lee,New Mexico,Item 3,69,3,207,Q2 2018
0514,6/1/2018,14,Company N,Michael Fox,New Mexico,Item 3,69,0,0,Q2 2018
0515,6/1/2018,8,Company H,Laura Larsen,California,Item 5,289,4,1156,Q2 2018
0516,6/1/2018,4,Company D,Ben Wallace,Texas,Item 5,289,3,867,Q2 2018
0517,6/2/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,4,1156,Q2 2018
0518,6/2/2018,9,Company I,Kim Fishman,California,Item 2,199,7,1393,Q2 2018
0519,6/3/2018,5,Company E,Ben Wallace,Texas,Item 2,199,9,1791,Q2 2018
0520,6/3/2018,18,Company R,Oscar Knox,Arizona,Item 1,399,7,2793,Q2 2018
0521,6/3/2018,5,Company E,Ben Wallace,Texas,Item 5,289,3,867,Q2 2018
0522,6/3/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,9,1791,Q2 2018
0523,6/3/2018,18,Company R,Oscar Knox,Arizona,Item 5,289,7,2023,Q2 2018
0524,6/3/2018,4,Company D,Anna Weber,Texas,Item 3,69,9,621,Q2 2018
0525,6/3/2018,7,Company G,Kim Fishman,California,Item 4,159,3,477,Q2 2018
0526,6/3/2018,20,Company T,Andrew James,Arizona,Item 5,289,7,2023,Q2 2018
0527,6/3/2018,1,Company A,Ben Wallace,Texas,Item 5,289,7,2023,Q2 2018
0528,6/3/2018,4,Company D,Anna Weber,Texas,Item 5,289,9,2601,Q2 2018
0529,6/3/2018,13,Company M,Anne Lee,New Mexico,Item 2,199,8,1592,Q2 2018
0530,6/3/2018,16,Company P,Andrew James,Arizona,Item 1,399,7,2793,Q2 2018
0531,6/4/2018,8,Company H,Kim Fishman,California,Item 2,199,3,597,Q2 2018
0532,6/4/2018,11,Company K,Anne Lee,New Mexico,Item 1,399,8,3192,Q2 2018
0533,6/5/2018,8,Company H,Laura Larsen,California,Item 2,199,5,995,Q2 2018
0534,6/5/2018,7,Company G,Laura Larsen,California,Item 4,159,9,1431,Q2 2018
0535,6/5/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,2,398,Q2 2018
0536,6/5/2018,17,Company Q,Andrew James,Arizona,Item 3,69,0,0,Q2 2018
0537,6/6/2018,9,Company I,Laura Larsen,California,Item 2,199,1,199,Q2 2018
0538,6/6/2018,8,Company H,Laura Larsen,California,Item 2,199,2,398,Q2 2018
0539,6/7/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,0,0,Q2 2018
0540,6/8/2018,9,Company I,Laura Larsen,California,Item 4,159,3,477,Q2 2018
0541,6/8/2018,9,Company I,Laura Larsen,California,Item 5,289,9,2601,Q2 2018
0542,6/8/2018,9,Company I,Laura Larsen,California,Item 1,399,5,1995,Q2 2018
0543,6/8/2018,20,Company T,Andrew James,Arizona,Item 4,159,5,795,Q2 2018
0544,6/9/2018,9,Company I,Laura Larsen,California,Item 5,289,6,1734,Q2 2018
0545,6/9/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,0,0,Q2 2018
0546,6/10/2018,4,Company D,Ben Wallace,Texas,Item 2,199,5,995,Q2 2018
0547,6/11/2018,6,Company F,Kim Fishman,California,Item 3,69,7,483,Q2 2018
0548,6/11/2018,2,Company B,Ben Wallace,Texas,Item 2,199,7,1393,Q2 2018
0549,6/11/2018,17,Company Q,Oscar Knox,Arizona,Item 2,199,2,398,Q2 2018
0550,6/11/2018,18,Company R,Oscar Knox,Arizona,Item 4,159,0,0,Q2 2018
0551,6/11/2018,5,Company E,Anna Weber,Texas,Item 3,69,5,345,Q2 2018
0552,6/11/2018,2,Company B,Ben Wallace,Texas,Item 5,289,5,1445,Q2 2018
0553,6/11/2018,11,Company K,Michael Fox,New Mexico,Item 1,399,0,0,Q2 2018
0554,6/12/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,4,796,Q2 2018
0555,6/12/2018,6,Company F,Kim Fishman,California,Item 2,199,9,1791,Q2 2018
0556,6/12/2018,10,Company J,Laura Larsen,California,Item 1,399,0,0,Q2 2018
0557,6/12/2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,Q2 2018
0558,6/13/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,9,3591,Q2 2018
0559,6/13/2018,2,Company B,Ben Wallace,Texas,Item 5,289,2,578,Q2 2018
0560,6/13/2018,15,Company O,Anne Lee,New Mexico,Item 5,289,5,1445,Q2 2018
0561,6/14/2018,13,Company M,Michael Fox,New Mexico,Item 5,289,3,867,Q2 2018
0562,6/15/2018,17,Company Q,Andrew James,Arizona,Item 5,289,6,1734,Q2 2018
0563,6/16/2018,13,Company M,Michael Fox,New Mexico,Item 1,399,0,0,Q2 2018
0564,6/16/2018,15,Company O,Michael Fox,New Mexico,Item 1,399,6,2394,Q2 2018
0565,6/16/2018,1,Company A,Anna Weber,Texas,Item 2,199,0,0,Q2 2018
0566,6/16/2018,10,Company J,Kim Fishman,California,Item 4,159,8,1272,Q2 2018
0567,6/16/2018,1,Company A,Ben Wallace,Texas,Item 4,159,8,1272,Q2 2018
0568,6/16/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,0,0,Q2 2018
0569,6/17/2018,18,Company R,Oscar Knox,Arizona,Item 4,159,7,1113,Q2 2018
0570,6/18/2018,3,Company C,Ben Wallace,Texas,Item 5,289,3,867,Q2 2018
0571,6/18/2018,3,Company C,Ben Wallace,Texas,Item 5,289,1,289,Q2 2018
0572,6/18/2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,Q2 2018
0573,6/19/2018,20,Company T,Oscar Knox,Arizona,Item 1,399,5,1995,Q2 2018
0574,6/20/2018,5,Company E,Anna Weber,Texas,Item 4,159,3,477,Q2 2018
0575,6/20/2018,18,Company R,Andrew James,Arizona,Item 3,69,1,69,Q2 2018
0576,6/20/2018,4,Company D,Ben Wallace,Texas,Item 3,69,3,207,Q2 2018
0577,6/20/2018,12,Company L,Michael Fox,New Mexico,Item 4,159,6,954,Q2 2018
0578,6/21/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,9,3591,Q2 2018
0579,6/22/2018,7,Company G,Kim Fishman,California,Item 1,399,0,0,Q2 2018
0580,6/22/2018,15,Company O,Anne Lee,New Mexico,Item 4,159,6,954,Q2 2018
0581,6/22/2018,15,Company O,Michael Fox,New Mexico,Item 4,159,8,1272,Q2 2018
0582,6/22/2018,15,Company O,Anne Lee,New Mexico,Item 1,399,4,1596,Q2 2018
0583,6/22/2018,10,Company J,Laura Larsen,California,Item 1,399,3,1197,Q2 2018
0584,6/22/2018,18,Company R,Andrew James,Arizona,Item 3,69,0,0,Q2 2018
0585,6/22/2018,5,Company E,Anna Weber,Texas,Item 2,199,1,199,Q2 2018
0586,6/22/2018,4,Company D,Anna Weber,Texas,Item 5,289,5,1445,Q2 2018
0587,6/22/2018,20,Company T,Andrew James,Arizona,Item 3,69,3,207,Q2 2018
0588,6/23/2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,1,69,Q2 2018
0589,6/24/2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,Q2 2018
0590,6/24/2018,18,Company R,Andrew James,Arizona,Item 4,159,5,795,Q2 2018
0591,6/25/2018,4,Company D,Ben Wallace,Texas,Item 5,289,3,867,Q2 2018
0592,6/26/2018,6,Company F,Laura Larsen,California,Item 5,289,9,2601,Q2 2018
0593,6/26/2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,9,621,Q2 2018
0594,6/26/2018,2,Company B,Ben Wallace,Texas,Item 5,289,1,289,Q2 2018
0595,6/26/2018,10,Company J,Laura Larsen,California,Item 2,199,6,1194,Q2 2018
0596,6/26/2018,11,Company K,Anne Lee,New Mexico,Item 1,399,9,3591,Q2 2018
0597,6/27/2018,4,Company D,Anna Weber,Texas,Item 3,69,8,552,Q2 2018
0598,6/28/2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,Q2 2018
0599,6/28/2018,2,Company B,Anna Weber,Texas,Item 4,159,5,795,Q2 2018
0600,6/28/2018,5,Company E,Anna Weber,Texas,Item 5,289,0,0,Q2 2018
0601,6/28/2018,10,Company J,Laura Larsen,California,Item 3,69,3,207,Q2 2018
0602,6/28/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,3,597,Q2 2018
0603,6/28/2018,11,Company K,Michael Fox,New Mexico,Item 5,289,7,2023,Q2 2018
0604,6/28/2018,1,Company A,Ben Wallace,Texas,Item 5,289,8,2312,Q2 2018
